"";"tourney_id";"tourney_name";"surface";"draw_size";"tourney_level";"match_num";"winner_id";"winner_name";"winner_hand";"winner_ht";"winner_ioc";"winner_age";"loser_id";"loser_name";"loser_hand";"loser_ht";"loser_ioc";"loser_age";"score";"best_of";"round";"minutes";"w_ace";"w_df";"w_svpt";"w_1stIn";"w_1stWon";"w_2ndWon";"w_SvGms";"w_bpSaved";"w_bpFaced";"l_ace";"l_df";"l_svpt";"l_1stIn";"l_1stWon";"l_2ndWon";"l_SvGms";"l_bpSaved";"l_bpFaced";"winner_rank";"winner_rank_points";"loser_rank";"loser_rank_points";"W1";"W2";"W3";"W4";"W5";"L1";"L2";"L3";"L4";"L5";"tourney_start_date";"year";"match_id";"Time";"y";"transformed_winner_rank";"transformed_loser_rank";"player_i_id";"player_i_name";"player_j_id";"player_j_name";"transformed_rank_i";"transformed_rank_j";"diff_transformed_rank";"age_i";"age_j";"diff_age";"height_i";"height_j";"diff_height";"w_bp_saved_ratio";"l_bp_saved_ratio";"bp_saved_ratio_i";"bp_saved_ratio_j";"diff_bp_saved_ratio";"w_bp_chances";"l_bp_chances";"w_bp_lost";"l_bp_lost";"w_bp_won";"l_bp_won";"bp_won_i";"bp_won_j";"diff_bp_won";"I_grass";"I_clay";"I_hard"
"763956";"2018-M007";"Miami Masters";"Hard";"128";"Masters";124;15;"Pablo Carreno Busta";"R";188;"ESP";26,6;129;"Fernando Verdasco";"L";188;"ESP";34,3;"6-0 6-3";3;"R16";84;2;2;62;39;24;13;8;6;7;2;4;58;28;15;11;7;7;12;19;2045;39;1260;6;6;NA;NA;NA;0;3;NA;NA;NA;2018-03-19;2018;"2018-M007:124";118;1;3,75207248655641;2,71459778113775;15;"Pablo Carreno Busta";129;"Fernando Verdasco";3,75207248655641;2,71459778113775;1,03747470541866;26,6;34,3;-7,7;188;188;0;0,857142857142857;0,583333333333333;0,857142857142857;0,583333333333333;0,273809523809524;12;7;7;6;5;1;5;1;4;0;0;1
"763958";"2018-M007";"Miami Masters";"Hard";"128";"Masters";126;27;"Juan Martin del Potro";"R";198;"ARG";29,4;109;"Milos Raonic";"R";196;"CAN";27,2;"5-7 7-6(1) 7-6(3)";3;"QF";172;6;3;109;78;59;16;18;3;6;18;5;106;71;52;19;18;1;3;6;4155;25;1630;5;7;7;NA;NA;7;6;6;NA;NA;2018-03-19;2018;"2018-M007:126";119;1;5,41503749927884;3,35614381022528;27;"Juan Martin del Potro";109;"Milos Raonic";5,41503749927884;3,35614381022528;2,05889368905357;29,4;27,2;2,2;198;196;2;0,5;0,333333333333333;0,5;0,333333333333333;0,166666666666667;3;6;1;3;2;3;2;3;-1;0;0;1
"763959";"2018-M007";"Miami Masters";"Hard";"128";"Masters";127;133;"Alexander Zverev";"R";198;"GER";20,9;22;"Borna Coric";"R";188;"CRO";21,3;"6-4 6-4";3;"QF";84;8;0;53;36;30;11;10;2;2;2;0;66;46;27;15;10;6;8;5;4505;36;1366;6;6;NA;NA;NA;4;4;NA;NA;NA;2018-03-19;2018;"2018-M007:127";120;0;5,67807190511264;2,83007499855769;22;"Borna Coric";133;"Alexander Zverev";2,83007499855769;5,67807190511264;-2,84799690655495;21,3;20,9;0,400000000000002;188;198;-10;1;0,75;0,75;1;-0,25;8;2;6;2;2;0;0;2;-2;0;0;1
"763960";"2018-M007";"Miami Masters";"Hard";"128";"Masters";128;15;"Pablo Carreno Busta";"R";188;"ESP";26,6;3;"Kevin Anderson";"R";203;"RSA";31,8;"6-4 5-7 7-6(6)";3;"QF";162;6;4;105;71;50;18;17;1;4;14;4;106;67;47;21;17;7;10;19;2045;8;3235;6;5;7;NA;NA;4;7;6;NA;NA;2018-03-19;2018;"2018-M007:128";121;0;3,75207248655641;5;3;"Kevin Anderson";15;"Pablo Carreno Busta";5;3,75207248655641;1,24792751344359;31,8;26,6;5,2;203;188;15;0,25;0,7;0,7;0,25;0,45;10;4;7;1;3;3;3;3;0;0;0;1
"763961";"2018-M007";"Miami Masters";"Hard";"128";"Masters";129;60;"John Isner";"R";206;"USA";32,8;27;"Juan Martin del Potro";"R";198;"ARG";29,4;"6-1 7-6(2)";3;"SF";83;13;1;55;35;29;15;10;0;0;4;3;61;30;21;17;9;1;3;17;2170;6;4155;6;7;NA;NA;NA;1;6;NA;NA;NA;2018-03-19;2018;"2018-M007:129";122;0;3,91253715874966;5,41503749927884;27;"Juan Martin del Potro";60;"John Isner";5,41503749927884;3,91253715874966;1,50250034052918;29,4;32,8;-3,4;198;206;-8;1,5;0,333333333333333;0,333333333333333;1,5;-1,16666666666667;3;0;1;0;2;0;0;2;-2;0;0;1
"763962";"2018-M007";"Miami Masters";"Hard";"128";"Masters";130;133;"Alexander Zverev";"R";198;"GER";20,9;15;"Pablo Carreno Busta";"R";188;"ESP";26,6;"7-6(4) 6-2";3;"SF";88;10;2;58;40;35;10;10;0;0;3;3;67;38;25;16;10;2;4;5;4505;19;2045;7;6;NA;NA;NA;6;2;NA;NA;NA;2018-03-19;2018;"2018-M007:130";123;0;5,67807190511264;3,75207248655641;15;"Pablo Carreno Busta";133;"Alexander Zverev";3,75207248655641;5,67807190511264;-1,92599941855622;26,6;20,9;5,7;188;198;-10;1,5;0,5;0,5;1,5;-1;4;0;2;0;2;0;0;2;-2;0;0;1
"763963";"2018-M007";"Miami Masters";"Hard";"128";"Masters";131;60;"John Isner";"R";206;"USA";32,8;133;"Alexander Zverev";"R";198;"GER";20,9;"6-7(4) 6-4 6-4";3;"F";149;18;2;96;66;54;18;16;3;3;10;6;108;72;52;22;16;10;12;17;2170;5;4505;6;6;6;NA;NA;7;4;4;NA;NA;2018-03-19;2018;"2018-M007:131";124;1;3,91253715874966;5,67807190511264;60;"John Isner";133;"Alexander Zverev";3,91253715874966;5,67807190511264;-1,76553474636298;32,8;20,9;11,9;206;198;8;1;0,833333333333333;1;0,833333333333333;0,166666666666667;12;3;10;3;2;0;2;0;2;0;0;1
"776977";"2018-0421";"Canada Masters";"Hard";"64";"Masters";2;57;"Pierre Hugues Herbert";"R";188;"FRA";27,3;59;"Hubert Hurkacz";"R";196;"POL";21,4;"4-6 7-5 6-3";3;"Q1";116;12;4;100;62;49;19;16;5;7;5;2;86;55;39;18;15;2;5;80;729;112;488;4;7;6;NA;NA;6;5;3;NA;NA;2018-08-06;2018;"2018-0421:2";125;1;0,678071905112637;0,192645077942396;57;"Pierre Hugues Herbert";59;"Hubert Hurkacz";0,678071905112637;0,192645077942396;0,485426827170241;27,3;21,4;5,9;188;196;-8;0,714285714285714;0,4;0,714285714285714;0,4;0,314285714285714;5;7;2;5;3;2;3;2;1;0;0;1
"776980";"2018-0421";"Canada Masters";"Hard";"64";"Masters";5;61;"Ilya Ivashka";"R";193;"BLR";24,4;8;"Ricardas Berankis";"R";175;"LTU";28,1;"7-6(5) 6-2";3;"Q1";100;14;5;72;42;35;13;10;5;7;4;3;91;53;31;19;10;11;15;125;459;95;599;7;6;NA;NA;NA;6;2;NA;NA;NA;2018-08-06;2018;"2018-0421:5";126;0;0,034215715337913;0,430144391669052;8;"Ricardas Berankis";61;"Ilya Ivashka";0,430144391669052;0,034215715337913;0,395928676331139;28,1;24,4;3,7;175;193;-18;0,714285714285714;0,733333333333333;0,733333333333333;0,714285714285714;0,019047619047619;15;7;11;5;4;2;2;4;-2;0;0;1
"776982";"2018-0421";"Canada Masters";"Hard";"64";"Masters";7;97;"Yoshihito Nishioka";"L";170;"JPN";22,8;20;"Marius Copil";"R";193;"ROU";27,8;"2-6 6-3 7-6(2)";3;"Q1";125;2;1;105;78;50;15;15;8;11;17;10;96;45;39;19;14;2;4;206;272;91;642;2;6;7;NA;NA;6;3;6;NA;NA;2018-08-06;2018;"2018-0421:7";127;0;-0,686500527183219;0,492205359801304;20;"Marius Copil";97;"Yoshihito Nishioka";0,492205359801304;-0,686500527183219;1,17870588698452;27,8;22,8;5;193;170;23;0,727272727272727;0,5;0,5;0,727272727272727;-0,227272727272727;4;11;2;8;2;3;3;2;1;0;0;1
"776985";"2018-0421";"Canada Masters";"Hard";"64";"Masters";10;86;"Daniil Medvedev";"R";198;"RUS";22,4;53;"Norbert Gombos";"R";193;"SVK";27,9;"6-3 6-0";3;"Q1";62;5;4;55;31;23;15;8;7;7;1;3;39;23;11;8;7;4;8;68;822;176;327;6;6;NA;NA;NA;3;0;NA;NA;NA;2018-08-06;2018;"2018-0421:10";128;0;0,912537158749661;-0,459431618637297;53;"Norbert Gombos";86;"Daniil Medvedev";-0,459431618637297;0,912537158749661;-1,37196877738696;27,9;22,4;5,5;193;198;-5;1;0,5;0,5;1;-0,5;8;7;4;7;4;0;0;4;-4;0;0;1
"776994";"2018-0421";"Canada Masters";"Hard";"64";"Masters";19;86;"Daniil Medvedev";"R";198;"RUS";22,4;85;"Mackenzie Mcdonald";"R";178;"USA";23,3;"7-6(3) 6-4";3;"Q2";100;11;3;90;51;36;20;11;4;6;2;0;72;48;29;15;11;3;6;68;822;83;717;7;6;NA;NA;NA;6;4;NA;NA;NA;2018-08-06;2018;"2018-0421:19";129;0;0,912537158749661;0,624960568653075;85;"Mackenzie Mcdonald";86;"Daniil Medvedev";0,624960568653075;0,912537158749661;-0,287576590096585;23,3;22,4;0,900000000000002;178;198;-20;0,666666666666667;0,5;0,5;0,666666666666667;-0,166666666666667;6;6;3;4;3;2;2;3;-1;0;0;1
"777001";"2018-0421";"Canada Masters";"Hard";"64";"Masters";26;4;"Felix Auger Aliassime";"R";193;"CAN";17,9;106;"Lucas Pouille";"R";185;"FRA";24,4;"6-4 6-3";3;"R64";77;5;1;58;34;26;16;10;5;6;5;3;55;30;24;9;9;3;6;133;441;18;1870;6;6;NA;NA;NA;4;3;NA;NA;NA;2018-08-06;2018;"2018-0421:26";130;1;-0,0552824355011898;2,83007499855769;4;"Felix Auger Aliassime";106;"Lucas Pouille";-0,0552824355011898;2,83007499855769;-2,88535743405888;17,9;24,4;-6,5;193;185;8;0,833333333333333;0,5;0,833333333333333;0,5;0,333333333333333;6;6;3;5;3;1;3;1;2;0;0;1
"777002";"2018-0421";"Canada Masters";"Hard";"64";"Masters";27;86;"Daniil Medvedev";"R";198;"RUS";22,4;120;"Jack Sock";"R";185;"USA";25,8;"6-3 3-6 6-3";3;"R64";121;10;3;97;49;32;30;14;9;11;7;6;78;59;39;11;13;6;9;68;822;19;1850;6;3;6;NA;NA;3;6;3;NA;NA;2018-08-06;2018;"2018-0421:27";131;1;0,912537158749661;2,75207248655641;86;"Daniil Medvedev";120;"Jack Sock";0,912537158749661;2,75207248655641;-1,83953532780675;22,4;25,8;-3,4;198;185;13;0,818181818181818;0,666666666666667;0,818181818181818;0,666666666666667;0,151515151515152;9;11;6;9;3;2;3;2;1;0;0;1
"777004";"2018-0421";"Canada Masters";"Hard";"64";"Masters";29;103;"Peter Polansky";"R";180;"CAN";30,1;35;"Matthew Ebden";"R";188;"AUS";30,6;"7-6(3) 6-4";3;"R64";94;6;3;79;42;35;23;11;3;3;12;4;74;45;35;15;11;3;4;121;468;52;975;7;6;NA;NA;NA;6;4;NA;NA;NA;2018-08-06;2018;"2018-0421:29";132;0;0,0811367627254054;1,29956028185891;35;"Matthew Ebden";103;"Peter Polansky";1,29956028185891;0,0811367627254054;1,2184235191335;30,6;30,1;0,5;188;180;8;1;0,75;0,75;1;-0,25;4;3;3;3;1;0;0;1;-1;0;0;1
"777005";"2018-0421";"Canada Masters";"Hard";"64";"Masters";30;127;"Stefanos Tsitsipas";"R";193;"GRE";19,9;34;"Damir Dzumhur";"R";172;"BIH";26,2;"6-3 7-6(3)";3;"R64";87;11;0;64;41;36;17;11;1;1;4;2;80;53;39;13;10;5;6;27;1534;24;1665;6;7;NA;NA;NA;3;6;NA;NA;NA;2018-08-06;2018;"2018-0421:30";133;0;2,24511249783653;2,41503749927884;34;"Damir Dzumhur";127;"Stefanos Tsitsipas";2,41503749927884;2,24511249783653;0,169925001442312;26,2;19,9;6,3;172;193;-21;1;0,833333333333333;0,833333333333333;1;-0,166666666666667;6;1;5;1;1;0;0;1;-1;0;0;1
"777006";"2018-0421";"Canada Masters";"Hard";"64";"Masters";31;32;"Evgeny Donskoy";"R";185;"RUS";28,2;110;"Andrey Rublev";"R";188;"RUS";20,7;"7-6(7) 6-4";3;"R64";112;8;3;96;58;43;18;11;7;8;11;1;85;47;35;18;11;6;8;87;688;37;1180;7;6;NA;NA;NA;6;4;NA;NA;NA;2018-08-06;2018;"2018-0421:31";134;1;0,557056504151272;1,79054663437105;32;"Evgeny Donskoy";110;"Andrey Rublev";0,557056504151272;1,79054663437105;-1,23349013021978;28,2;20,7;7,5;185;188;-3;0,875;0,75;0,875;0,75;0,125;8;8;6;7;2;1;2;1;1;0;0;1
"777009";"2018-0421";"Canada Masters";"Hard";"64";"Masters";34;109;"Milos Raonic";"R";196;"CAN";27,6;51;"David Goffin";"R";180;"BEL";27,6;"6-3 6-4";3;"R64";72;13;3;48;27;27;14;10;3;3;2;3;58;38;26;9;9;1;3;29;1360;11;3120;6;6;NA;NA;NA;3;4;NA;NA;NA;2018-08-06;2018;"2018-0421:34";135;0;2,14201900487243;3,5405683813627;51;"David Goffin";109;"Milos Raonic";3,5405683813627;2,14201900487243;1,39854937649027;27,6;27,6;0;180;196;-16;1;0,333333333333333;0,333333333333333;1;-0,666666666666667;3;3;1;3;2;0;0;2;-2;0;0;1
"777010";"2018-0421";"Canada Masters";"Hard";"64";"Masters";35;126;"Frances Tiafoe";"R";188;"USA";20,5;17;"Marco Cecchinato";"R";185;"ITA";25,8;"7-6(3) 6-1";3;"R64";85;8;7;79;48;36;15;10;8;9;7;7;64;37;27;10;9;2;5;41;1065;21;1720;7;6;NA;NA;NA;6;1;NA;NA;NA;2018-08-06;2018;"2018-0421:35";136;0;1,64244799538192;2,60768257722124;17;"Marco Cecchinato";126;"Frances Tiafoe";2,60768257722124;1,64244799538192;0,965234581839323;25,8;20,5;5,3;185;188;-3;0,888888888888889;0,4;0,4;0,888888888888889;-0,488888888888889;5;9;2;8;3;1;1;3;-2;0;0;1
"777011";"2018-0421";"Canada Masters";"Hard";"64";"Masters";36;129;"Fernando Verdasco";"L";188;"ESP";34,7;52;"Peter Gojowczyk";"R";185;"GER";29;"6-2 6-2";3;"R64";54;5;4;45;25;20;14;8;0;0;5;3;46;20;16;6;8;1;5;31;1305;48;1021;6;6;NA;NA;NA;2;2;NA;NA;NA;2018-08-06;2018;"2018-0421:36";137;0;2,04580368961313;1,41503749927884;52;"Peter Gojowczyk";129;"Fernando Verdasco";1,41503749927884;2,04580368961313;-0,630766190334281;29;34,7;-5,7;185;188;-3;1,5;0,2;0,2;1,5;-1,3;5;0;1;0;4;0;0;4;-4;0;0;1
"777012";"2018-0421";"Canada Masters";"Hard";"64";"Masters";37;57;"Pierre Hugues Herbert";"R";188;"FRA";27,3;108;"Albert Ramos";"L";188;"ESP";30,5;"4-6 6-3 6-4";3;"R64";143;12;3;96;61;48;17;15;5;6;3;4;100;57;40;24;14;2;4;80;729;40;1065;4;6;6;NA;NA;6;3;4;NA;NA;2018-08-06;2018;"2018-0421:37";138;1;0,678071905112637;1,67807190511264;57;"Pierre Hugues Herbert";108;"Albert Ramos";0,678071905112637;1,67807190511264;-1;27,3;30,5;-3,2;188;188;0;0,833333333333333;0,5;0,833333333333333;0,5;0,333333333333333;4;6;2;5;2;1;2;1;1;0;0;1
"777013";"2018-0421";"Canada Masters";"Hard";"64";"Masters";38;67;"Karen Khachanov";"R";198;"RUS";22,2;73;"Filip Krajinovic";"R";185;"SRB";26,4;"6-3 6-2";3;"R64";54;9;2;43;33;28;8;9;0;0;2;1;42;27;17;8;8;1;4;38;1175;30;1317;6;6;NA;NA;NA;3;2;NA;NA;NA;2018-08-06;2018;"2018-0421:38";139;1;1,75207248655641;2,09310940439148;67;"Karen Khachanov";73;"Filip Krajinovic";1,75207248655641;2,09310940439148;-0,341036917835067;22,2;26,4;-4,2;198;185;13;1,5;0,25;1,5;0,25;1,25;4;0;1;0;3;0;3;0;3;0;0;1
"777015";"2018-0421";"Canada Masters";"Hard";"64";"Masters";40;42;"Fabio Fognini";"R";178;"ITA";31,2;63;"Steve Johnson";"R";188;"USA";28,6;"6-4 6-4";3;"R64";82;3;3;51;30;25;12;10;0;1;1;0;67;39;26;12;10;5;8;14;2190;33;1235;6;6;NA;NA;NA;4;4;NA;NA;NA;2018-08-06;2018;"2018-0421:40";140;1;3,1926450779424;1,95560588064155;42;"Fabio Fognini";63;"Steve Johnson";3,1926450779424;1,95560588064155;1,23703919730085;31,2;28,6;2,6;178;188;-10;0;0,625;0;0,625;-0,625;8;1;5;0;3;1;3;1;2;0;0;1
"777016";"2018-0421";"Canada Masters";"Hard";"64";"Masters";41;117;"Denis Shapovalov";"L";185;"CAN";19,3;18;"Jeremy Chardy";"R";188;"FRA";31,4;"6-1 6-4";3;"R64";63;4;4;57;41;33;7;9;6;6;4;8;52;31;20;8;8;2;5;26;1575;46;1025;6;6;NA;NA;NA;1;4;NA;NA;NA;2018-08-06;2018;"2018-0421:41";141;0;2,29956028185891;1,47643804394299;18;"Jeremy Chardy";117;"Denis Shapovalov";1,47643804394299;2,29956028185891;-0,823122237915921;31,4;19,3;12,1;188;185;3;1;0,4;0,4;1;-0,6;5;6;2;6;3;0;0;3;-3;0;0;1
"777017";"2018-0421";"Canada Masters";"Hard";"64";"Masters";42;55;"Robin Haase";"R";190;"NED";31,3;96;"Kei Nishikori";"R";178;"JPN";28,6;"7-5 6-1";3;"R64";76;11;2;68;40;28;16;9;4;5;3;4;50;32;20;8;10;3;8;39;1110;22;1710;7;6;NA;NA;NA;5;1;NA;NA;NA;2018-08-06;2018;"2018-0421:42";142;1;1,71459778113775;2,5405683813627;55;"Robin Haase";96;"Kei Nishikori";1,71459778113775;2,5405683813627;-0,825970600224951;31,3;28,6;2,7;190;178;12;0,8;0,375;0,8;0,375;0,425;8;5;3;4;5;1;5;1;4;0;0;1
"777018";"2018-0421";"Canada Masters";"Hard";"64";"Masters";43;22;"Borna Coric";"R";188;"CRO";21,7;105;"Vasek Pospisil";"R";193;"CAN";28,1;"6-4 6-3";3;"R64";79;6;1;46;24;22;14;9;0;0;5;2;62;35;23;13;10;7;10;20;1745;94;619;6;6;NA;NA;NA;4;3;NA;NA;NA;2018-08-06;2018;"2018-0421:43";143;1;2,67807190511264;0,445411148322362;22;"Borna Coric";105;"Vasek Pospisil";2,67807190511264;0,445411148322362;2,23266075679027;21,7;28,1;-6,4;188;193;-5;1,5;0,7;1,5;0,7;0,8;10;0;7;0;3;0;3;0;3;0;0;1
"777019";"2018-0421";"Canada Masters";"Hard";"64";"Masters";44;107;"Sam Querrey";"R";198;"USA";30,8;82;"Adrian Mannarino";"L";183;"FRA";30,1;"6-2 7-5";3;"R64";73;13;2;51;27;24;15;10;0;1;2;3;64;35;24;10;10;3;7;32;1270;25;1580;6;7;NA;NA;NA;2;5;NA;NA;NA;2018-08-06;2018;"2018-0421:44";144;0;2;2,35614381022528;82;"Adrian Mannarino";107;"Sam Querrey";2,35614381022528;2;0,356143810225276;30,1;30,8;-0,699999999999999;183;198;-15;0;0,428571428571429;0,428571428571429;0;0,428571428571429;7;1;3;0;4;1;1;4;-3;0;0;1
"777020";"2018-0421";"Canada Masters";"Hard";"64";"Masters";45;115;"Diego Schwartzman";"R";170;"ARG";25,9;36;"Kyle Edmund";"R";188;"GBR";23,5;"6-1 6-2";3;"R64";60;4;2;49;35;28;8;8;0;0;2;1;41;23;14;5;7;2;6;12;2470;16;1950;6;6;NA;NA;NA;1;2;NA;NA;NA;2018-08-06;2018;"2018-0421:45";145;0;3,41503749927884;3;36;"Kyle Edmund";115;"Diego Schwartzman";3;3,41503749927884;-0,415037499278844;23,5;25,9;-2,4;188;170;18;1,5;0,333333333333333;0,333333333333333;1,5;-1,16666666666667;6;0;2;0;4;0;0;4;-4;0;0;1
"777021";"2018-0421";"Canada Masters";"Hard";"64";"Masters";46;130;"Stan Wawrinka";"R";183;"SUI";33,3;78;"Nick Kyrgios";"R";193;"AUS";23,2;"1-6 7-5 7-5";3;"R64";123;13;4;98;51;40;23;15;4;6;26;5;91;55;47;17;16;2;4;195;290;17;1935;1;7;7;NA;NA;6;5;5;NA;NA;2018-08-06;2018;"2018-0421:46";146;0;-0,60733031374961;2,91253715874966;78;"Nick Kyrgios";130;"Stan Wawrinka";2,91253715874966;-0,60733031374961;3,51986747249927;23,2;33,3;-10,1;193;183;10;0,666666666666667;0,5;0,5;0,666666666666667;-0,166666666666667;4;6;2;4;2;2;2;2;0;0;0;1
"777022";"2018-0421";"Canada Masters";"Hard";"64";"Masters";47;45;"Marton Fucsovics";"R";188;"HUN";26,4;122;"Joao Sousa";"R";185;"POR";29,3;"6-4 7-6(2)";3;"R64";101;3;5;78;45;31;16;11;4;7;1;1;68;33;21;16;11;1;5;51;982;63;866;6;7;NA;NA;NA;4;6;NA;NA;NA;2018-08-06;2018;"2018-0421:47";147;1;1,3275746580285;1,02272007650008;45;"Marton Fucsovics";122;"Joao Sousa";1,3275746580285;1,02272007650008;0,304854581528422;26,4;29,3;-2,9;188;185;3;0,571428571428571;0,2;0,571428571428571;0,2;0,371428571428571;5;7;1;4;4;3;4;3;1;0;0;1
"777024";"2018-0421";"Canada Masters";"Hard";"64";"Masters";49;133;"Alexander Zverev";"R";198;"GER";21,2;68;"Bradley Klahn";"L";190;"USA";27,9;"6-4 6-4";3;"R32";76;7;2;54;34;29;12;10;0;0;3;5;60;36;25;15;10;3;5;3;5665;116;484;6;6;NA;NA;NA;4;4;NA;NA;NA;2018-08-06;2018;"2018-0421:49";148;0;5,41503749927884;0,142019004872428;68;"Bradley Klahn";133;"Alexander Zverev";0,142019004872428;5,41503749927884;-5,27301849440642;27,9;21,2;6,7;190;198;-8;1,5;0,6;0,6;1,5;-0,9;5;0;3;0;2;0;0;2;-2;0;0;1
"777025";"2018-0421";"Canada Masters";"Hard";"64";"Masters";50;86;"Daniil Medvedev";"R";198;"RUS";22,4;4;"Felix Auger Aliassime";"R";193;"CAN";17,9;"3-6 6-4 7-6(7)";3;"R32";156;8;5;108;73;48;18;16;4;8;9;4;105;72;52;13;15;6;9;68;822;133;441;3;6;7;NA;NA;6;4;6;NA;NA;2018-08-06;2018;"2018-0421:50";149;0;0,912537158749661;-0,0552824355011898;4;"Felix Auger Aliassime";86;"Daniil Medvedev";-0,0552824355011898;0,912537158749661;-0,967819594250851;17,9;22,4;-4,5;193;198;-5;0,5;0,666666666666667;0,666666666666667;0,5;0,166666666666667;9;8;6;4;3;4;4;3;1;0;0;1
"777026";"2018-0421";"Canada Masters";"Hard";"64";"Masters";51;31;"Novak Djokovic";"R";188;"SRB";31,2;103;"Peter Polansky";"R";180;"CAN";30,1;"6-3 6-4";3;"R32";84;7;2;57;36;30;12;10;0;0;0;2;56;28;20;14;9;4;6;10;3355;121;468;6;6;NA;NA;NA;3;4;NA;NA;NA;2018-08-06;2018;"2018-0421:51";150;1;3,67807190511264;0,0811367627254054;31;"Novak Djokovic";103;"Peter Polansky";3,67807190511264;0,0811367627254054;3,59693514238723;31,2;30,1;1,1;188;180;8;1,5;0,666666666666667;1,5;0,666666666666667;0,833333333333333;6;0;4;0;2;0;2;0;2;0;0;1
"777027";"2018-0421";"Canada Masters";"Hard";"64";"Masters";52;127;"Stefanos Tsitsipas";"R";193;"GRE";19,9;124;"Dominic Thiem";"R";185;"AUT";24,9;"6-3 7-6(6)";3;"R32";81;13;1;60;40;38;12;11;0;0;5;4;63;38;31;13;10;0;1;27;1534;8;3665;6;7;NA;NA;NA;3;6;NA;NA;NA;2018-08-06;2018;"2018-0421:52";151;0;2,24511249783653;4;124;"Dominic Thiem";127;"Stefanos Tsitsipas";4;2,24511249783653;1,75488750216347;24,9;19,9;5;185;193;-8;1,5;0;0;1,5;-1,5;1;0;0;0;1;0;0;1;-1;0;0;1
"777028";"2018-0421";"Canada Masters";"Hard";"64";"Masters";53;3;"Kevin Anderson";"R";203;"RSA";32,2;32;"Evgeny Donskoy";"R";185;"RUS";28,2;"4-6 6-2 7-6(0)";3;"R32";135;14;6;84;45;38;22;15;0;2;2;3;98;59;41;19;15;3;6;6;4355;87;688;4;6;7;NA;NA;6;2;6;NA;NA;2018-08-06;2018;"2018-0421:53";152;1;4,41503749927884;0,557056504151272;3;"Kevin Anderson";32;"Evgeny Donskoy";4,41503749927884;0,557056504151272;3,85798099512757;32,2;28,2;4;203;185;18;0;0,5;0;0,5;-0,5;6;2;3;0;3;2;3;2;1;0;0;1
"777030";"2018-0421";"Canada Masters";"Hard";"64";"Masters";55;126;"Frances Tiafoe";"R";188;"USA";20,5;109;"Milos Raonic";"R";196;"CAN";27,6;"7-6(4) 4-6 6-1";3;"R32";114;6;0;89;60;43;24;15;3;4;20;5;77;47;42;15;14;4;6;41;1065;29;1360;7;4;6;NA;NA;6;6;1;NA;NA;2018-08-06;2018;"2018-0421:55";153;0;1,64244799538192;2,14201900487243;109;"Milos Raonic";126;"Frances Tiafoe";2,14201900487243;1,64244799538192;0,499571009490512;27,6;20,5;7,1;196;188;8;0,75;0,666666666666667;0,666666666666667;0,75;-0,0833333333333334;6;4;4;3;2;1;1;2;-1;0;0;1
"777031";"2018-0421";"Canada Masters";"Hard";"64";"Masters";56;29;"Grigor Dimitrov";"R";188;"BUL";27,2;129;"Fernando Verdasco";"L";188;"ESP";34,7;"4-6 6-2 7-6(5)";3;"R32";154;14;5;110;66;51;23;15;4;5;10;3;100;63;41;24;15;4;6;5;4610;31;1305;4;6;7;NA;NA;6;2;6;NA;NA;2018-08-06;2018;"2018-0421:56";154;1;4,67807190511264;2,04580368961313;29;"Grigor Dimitrov";129;"Fernando Verdasco";4,67807190511264;2,04580368961313;2,63226821549951;27,2;34,7;-7,5;188;188;0;0,8;0,666666666666667;0,8;0,666666666666667;0,133333333333333;6;5;4;4;2;1;2;1;1;0;0;1
"777032";"2018-0421";"Canada Masters";"Hard";"64";"Masters";57;60;"John Isner";"R";206;"USA";33,2;57;"Pierre Hugues Herbert";"R";188;"FRA";27,3;"7-6(3) 6-2";3;"R32";70;25;0;55;44;39;6;10;0;0;4;4;56;29;25;12;10;0;2;9;3490;80;729;7;6;NA;NA;NA;6;2;NA;NA;NA;2018-08-06;2018;"2018-0421:57";155;0;3,83007499855769;0,678071905112637;57;"Pierre Hugues Herbert";60;"John Isner";0,678071905112637;3,83007499855769;-3,15200309344505;27,3;33,2;-5,9;188;206;-18;1,5;0;0;1,5;-1,5;2;0;0;0;2;0;0;2;-2;0;0;1
"777033";"2018-0421";"Canada Masters";"Hard";"64";"Masters";58;67;"Karen Khachanov";"R";198;"RUS";22,2;15;"Pablo Carreno Busta";"R";188;"ESP";27;"6-4 7-6(3)";3;"R32";91;7;0;66;45;33;14;11;3;4;4;2;72;46;32;13;11;0;2;38;1175;13;2290;6;7;NA;NA;NA;4;6;NA;NA;NA;2018-08-06;2018;"2018-0421:58";156;0;1,75207248655641;3,29956028185891;15;"Pablo Carreno Busta";67;"Karen Khachanov";3,29956028185891;1,75207248655641;1,54748779530249;27;22,2;4,8;188;198;-10;0,75;0;0;0,75;-0,75;2;4;0;3;2;1;1;2;-1;0;0;1
